annotation_index,index,sentence,label,gender,aashka
132,4157,is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his Halloween trip to the Haunted House .,0.08,masc
133,5936,"For all the time we spend with these people , we never really get inside of them .",0.39,neut
134,3104,"One of the pleasures in Walter 's documentary ... is the parade of veteran painters , confounded dealers , and miscellaneous bohos who expound upon the subject 's mysterious personality without ever explaining him .",0.56,masc
135,185,"Maud and Roland 's search for an unknowable past makes for a haunting literary detective story , but LaBute pulls off a neater trick in Possession : He makes language sexy .",0.83,masc
136,339,It made me want to get made-up and go see this movie with my sisters .,0.72,femm
137,5949,The Sweetest Thing is expressly for idiots who do n't care what kind of sewage they shovel into their mental gullets to simulate sustenance .,0.06,neut
138,392,"With each of her three protagonists , Miller eloquently captures the moment when a woman 's life , out of a deep-seated , emotional need , is about to turn onto a different path .",0.83,femm
139,5634,"Well , they 're ` they ' .",0.50,neut
140,2610,"The word that comes to mind , while watching Eric Rohmer 's tribute to a courageous Scottish lady , is painterly .",0.72,femm
141,4941,"White has n't developed characters so much as caricatures , one-dimensional buffoons that get him a few laughs but nothing else .",0.29,masc
142,721,Maintains your sympathy for this otherwise challenging soul by letting you share her one-room world for a while .,0.72,femm
143,5243,"There is something in Full Frontal , I guess , about artifice and acting and how it distorts reality for people who make movies and watch them , but like most movie riddles , it works only if you have an interest in the characters you see .",0.36,neut
144,2586,"Niccol the filmmaker merges his collaborators ' symbolic images with his words , insinuating , for example , that in Hollywood , only God speaks to the press",0.68,masc
145,4725,"They were afraid to show this movie to reviewers before its opening , afraid of the bad reviews they thought they 'd earn .",0.14,neut
146,5112,Producer John Penotti surveyed high school students ... and came back with the astonishing revelation that `` they wanted to see something that did n't talk down to them . '',0.62,neut
147,3106,He 's the scariest guy you 'll see all summer .,0.74,masc
148,1248,Director Douglas McGrath takes on Nickleby with all the halfhearted zeal of an 8th grade boy delving into required reading .,0.07,masc
149,6699,"Writer-director Walter Hill and co-writer David Giler try to create characters out of the obvious cliches , but wind up using them as punching bags .",0.22,neut
150,290,The Son 's Room is a triumph of gentility that earns its moments of pathos .,0.68,masc
151,2178,Like other great documentaries ... this goes after one truth ( the Ford administration 's complicity in tearing ` orphans ' from their mothers ) and stumbles upon others even more compelling .,0.53,femm
152,1995,"A smart , provocative drama that does the nearly impossible : It gets under the skin of a man we only know as an evil , monstrous lunatic .",0.89,masc
153,4153,"Takes one character we do n't like and another we do n't believe , and puts them into a battle of wills that is impossible to care about and is n't very funny .",0.60,neut
154,5824,The Balkans provide the obstacle course for the love of a good woman .,0.56,femm
155,6732,"In old-fashioned screenwriting parlance , Ms. Shreve 's novel proved too difficult a text to ` lick , ' despite the efforts of a first-rate cast .",0.31,femm
156,3543,"A heady , biting , be-bop ride through nighttime Manhattan , a loquacious videologue of the modern male and the lengths to which he 'll go to weave a protective cocoon around his own ego .",0.65,masc
157,7009,"Richard Pryor mined his personal horrors and came up with a treasure chest of material , but Lawrence gives us mostly fool 's gold .",0.28,masc
158,75,Some movies blend together as they become distant memories .,0.44,neut
159,1516,"Birthday Girl does n't try to surprise us with plot twists , but rather seems to enjoy its own transparency .",0.69,femm
160,2158,"Parents may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults .",0.89,neut
161,398,Few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands .,1.00,masc
162,4590,"A few nonbelievers may rethink their attitudes when they see the joy the characters take in this creed , but skeptics are n't likely to enter the theater .",0.69,neut
163,2723,"Though it never rises to its full potential as a film , still offers a great deal of insight into the female condition and the timeless danger of emotions repressed .",0.56,femm
164,571,"( T ) here 's only so much anyone can do with a florid , overplotted , Anne Rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them .",0.07,neut
165,582,"Not only a reminder of how they used to make movies , but also how they sometimes still can be made .",0.74,neut
166,1926,"Satin Rouge is not a new , or inventive , journey , but it 's encouraging to see a three-dimensional , average , middle-aged woman 's experience of self-discovery handled with such sensitivity .",0.65,femm
167,8237,"They crush each other under cars , throw each other out windows , electrocute and dismember their victims in full consciousness .",0.25,neut
168,759,It is so refreshing to see Robin Williams turn 180 degrees from the string of insultingly innocuous and sappy fiascoes he 's been making for the last several years .,0.74,masc
169,7809,"When ( Reno ) lets her radical flag fly , taking angry potshots at George W. Bush , Henry Kissinger , Larry King , et al. , Reno devolves into a laugh-free lecture .",0.39,femm
170,1684,"the story itself is uninteresting , and the songs are painfully undistinguished : They Might Be Giants ' So to Be One of Us may be the most tuneless tune ever composed .",0.08,neut
171,1633,"If Myers decides to make another Austin Powers movie , maybe he should just stick with Austin and Dr Evil .",0.26,masc
172,1261,The movie should be credited with remembering his victims .,0.60,masc
173,2881,Campbell Scott finds the ideal outlet for his flick-knife diction in the role of Roger Swanson .,0.69,masc
174,88,"Neither Parker nor Donovan is a typical romantic lead , but they bring a fresh , quirky charm to the formula .",0.72,neut
175,4863,Those of you who are not an eighth grade girl will most likely doze off during this one .,0.11,femm
176,6011,"Here 's a case of two actors who do everything humanly possible to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior .",0.33,neut
177,1437,She boxes these women 's souls right open for us .,0.75,femm
178,1486,"Not always too whimsical for its own good ( but enough to do harm ) , this strange hybrid of crime thriller , quirky character study , third-rate romance and female empowerment fantasy never really finds the tonal or thematic glue it needs .",0.43,femm
179,150,Robin Williams has thankfully ditched the saccharine sentimentality of Bicentennial Man in favour of an altogether darker side .,0.64,masc
180,1354,"If you 're not a prepubescent girl , you 'll be laughing at Britney Spears ' movie-starring debut whenever it does n't have you impatiently squinting at your watch .",0.29,femm
181,278,"Even if you do n't think ( Kissinger 's ) any more guilty of criminal activity than most contemporary statesmen , he 'd sure make a courtroom trial great fun to watch .",0.67,masc
182,1049,Hit and miss as far as the comedy goes and a big ole ' miss in the way of story .,0.28,femm
183,1091,"The stars may be college kids , but the subject matter is as adult as you can get : the temptations of the flesh are unleashed by a slightly crazed , overtly determined young woman and a one-night swim turns into an ocean of trouble .",0.76,femm
184,8081,"Some writer dude , I think his name was , uh , Michael Zaidan , was supposed to have like written the screenplay or something , but , dude , the only thing that I ever saw that was written down were the zeroes on my paycheck .",0.15,masc
185,3676,"( Shyamalan ) continues to cut a swathe through mainstream Hollywood , while retaining an integrity and refusing to compromise his vision .",0.78,masc
186,827,"Lohman adapts to the changes required of her , but the actress and director Peter Kosminsky never get the audience to break through the wall her character erects",0.44,femm
187,4621,"Adults , other than the parents ... will be hard pressed to succumb to the call of the wild .",0.32,neut
188,420,"Call it magic realism or surrealism , but Miss Wonton floats beyond reality with a certain degree of wit and dignity .",0.81,femm
189,1500,"In the second half of the film , Frei 's control loosens in direct proportion to the amount of screen time he gives Nachtwey for self-analysis .",0.33,masc
190,634,He simply presents his point of view that Ayurveda works .,0.67,masc
191,6372,"scenario that will give most parents pause ... Then , something terrible happens .",0.43,neut
192,2257,And he allows a gawky actor like Spall -- who could too easily become comic relief in any other film -- to reveal his impressively delicate range .,0.79,masc
193,1694,"Lanie 's professional success means she must be a failure at life , because she 's driven by ambition and Does n't Know How to Have Fun .",0.35,femm
194,5138,Why did they deem it necessary to document all this emotional misery ?,0.21,neut
195,5475,"It sticks rigidly to the paradigm , rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations .",0.22,neut
196,2498,"It lets you brush up against the humanity of a psycho , without making him any less psycho .",0.64,masc
197,6338,What goes on for the 110 minutes of `` Panic Room '' is a battle of witlessness between a not-so-bright mother and daughter and an even less capable trio of criminals .,0.32,femm
198,1602,"Will probably stay in the shadow of its two older , more accessible Qatsi siblings .",0.39,neut
199,4197,"Not only are the film 's Sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .",0.06,neut
200,1436,Mocking them now is an exercise in pointlessness .,0.25,neut
201,4147,"I approached the usher and said that if she had to sit through it again , she should ask for a raise .",0.14,femm
202,5359,But they do n't fit well together and neither is well told .,0.24,neut
203,1996,"Once the audience figure out what 's being said , the filmmaker 's relative passivity will make it tough for them to really care .",0.28,neut
204,2187,See it for his performance if nothing else .,0.72,masc
205,1785,"When she speaks , her creepy Egyptian demigod voice is as computer processed and overproduced as it was in her music .",0.14,femm
206,7692,"In a big corner office in Hell , Satan is throwing up his hands in surrender , is firing his R&D people , and has decided he will just screen The Master of Disguise 24\/7 .",0.07,masc
207,3348,A remarkably alluring film set in the constrictive Eisenhower era about one suburban woman 's yearning in the face of a loss that shatters her cheery and tranquil suburban life .,0.68,femm
208,6537,"As dumb and cheesy as they may be , the cartoons look almost Shakespearean -- both in depth and breadth -- after watching this digital-effects-heavy , supposed family-friendly comedy .",0.67,neut
209,1017,"It 's ( Ricci 's ) best work yet , this girl-woman who sincerely believes she can thwart the world 's misery with blind good will .",0.89,femm
210,2132,"Even if Britney Spears is really cute , her movie is really bad .",0.28,femm
211,975,"Ramsay is clearly extraordinarily talented , and based on three short films and two features , here 's betting her third feature will be something to behold .",0.82,femm
212,4533,Mr. Soderbergh 's direction and visual style struck me as unusually and unimpressively fussy and pretentious .,0.18,masc
213,964,"Green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project .",0.18,masc
214,6245,None of Birthday Girl 's calculated events take us by surprise ...,0.25,femm
215,7608,"Ultimately , Jane learns her place as a girl , softens up and loses some of the intensity that made her an interesting character to begin with .",0.47,femm
216,2186,"s face is chillingly unemotive , yet he communicates a great deal in his performance .",0.58,masc
217,412,Trademark American triteness and simplicity are tossed out the window with the intelligent French drama that deftly explores the difficult relationship between a father and son .,0.67,masc
218,7468,Director Jay Russell weighs down his capricious fairy-tale with heavy sentiment and lightweight meaning .,0.17,masc
219,4816,"We never truly come to care about the main characters and whether or not they 'll wind up together , and Michele 's spiritual quest is neither amusing nor dramatic enough to sustain interest .",0.10,neut
220,1234,"Shadyac shoots his film like an M. Night Shyamalan movie , and he frequently maintains the same snail 's pace ; he just forgot to add any genuine tension .",0.17,masc
221,36,"Ms. Fulford-Wierzbicki is almost spooky in her sulky , calculating Lolita turn .",0.62,femm
222,3300,"Though in some ways similar to Catherine Breillat 's Fat Girl , Rain is the far superior film .",0.83,femm
223,1457,"... a visually seductive , unrepentantly trashy take on Rice 's second installment of her Vampire Chronicles .",0.60,femm
224,2202,It is there to give them a good time .,0.56,neut
225,5830,"If Damon and Affleck attempt another Project Greenlight , next time out they might try paying less attention to the miniseries and more attention to the film it is about .",0.24,neut
226,994,An engrossing portrait of a man whose engaging manner and flamboyant style made him a truly larger-than-life character .,0.86,masc
227,3428,Count on his movie to work at the back of your neck long after you leave the theater .,0.50,masc
228,873,"As A Rumor of Angels reveals itself to be a sudsy tub of supernatural hokum , not even Ms. Redgrave 's noblest efforts can redeem it from hopeless sentimentality .",0.15,femm
229,555,"A gentle blend of present day testimonials , surviving footage of Burstein and his family performing , historical archives , and telling stills .",0.78,masc
230,5090,Might be one of those vanity projects in which a renowned filmmaker attempts to show off his talent by surrounding himself with untalented people .,0.44,masc
231,280,"It 's a technically superb film , shining with all the usual Spielberg flair , expertly utilizing the talents of his top-notch creative team .",0.99,masc
